
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001768                       # Number of seconds simulated (Second)
simTicks                                   1768345000                       # Number of ticks simulated (Tick)
finalTick                                  1768345000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     28.59                       # Real time elapsed on the host (Second)
hostTickRate                                 61855729                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     651760                       # Number of bytes of host memory used (Byte)
simInsts                                      2512309                       # Number of instructions simulated (Count)
simOps                                        4197990                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    87878                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     146842                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          1768346                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         6127427                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        7                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5842164                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  15970                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1929438                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1490615                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   7                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1759047                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.321210                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.760121                       # Number of insts issued each cycle (Count)
system.cpu.intAluAccesses                     5894982                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                       108397                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                           5647726                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                        482469                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    194438                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                             822471                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                         675603                       # Number of branches executed (Count)
system.cpu.numStoreInsts                       340002                       # Number of stores executed (Count)
system.cpu.numRate                           3.193790                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                             297                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                            9299                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                     2512309                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                       4197990                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.703873                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.703873                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.420711                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.420711                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                    7837847                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                   4515289                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                       52212                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                      52954                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                     3237436                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                    2333403                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                   2242712                       # number of misc regfile reads (Count)
system.cpu.MemDepUnit__0.insertedLoads         512890                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores        391103                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads        33532                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores        11104                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                  927541                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            787230                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect             58807                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               293793                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                  292641                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.996079                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                    9305                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  3                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             332                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                 18                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              314                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted           93                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts         1929261                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.branchMispredicts             57059                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      1491973                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.813717                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.884256                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          476808     31.96%     31.96% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          171395     11.49%     43.45% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          208269     13.96%     57.41% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3          129455      8.68%     66.08% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          144013      9.65%     75.73% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5           33075      2.22%     77.95% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           70298      4.71%     82.66% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7           10803      0.72%     83.39% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          247857     16.61%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      1491973                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted              2512309                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted                4197990                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                      655839                       # Number of memory references committed (Count)
system.cpu.commit.loads                        375959                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                     512172                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                      99585                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                     4164486                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                  8334                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass        28855      0.69%      0.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu      3512780     83.68%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult            5      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv           21      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd          135      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu           94      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt           46      0.00%     84.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc          215      0.01%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     84.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     84.38% # Class of committed instruction (Count)
